timestamp,frame_idx,infer_ms,total_ms,cpu_percent,mem_rss_mb,gpu_util,gpu_mem_mb
1779138817.7691677,0,1.510050002252683,3.6965250001230743,0.0,1062.00390625,7,1568.1640625
1779138817.7691746,1,1.510050002252683,3.6971250010537915,0.0,1062.00390625,7,1568.1640625
1779138817.7691765,2,1.510050002252683,3.6973375026718713,0.0,1062.00390625,7,1568.1640625
1779138817.7691777,3,1.510050002252683,3.697449999890523,0.0,1062.00390625,7,1568.1640625
1779138817.7691786,4,1.510050002252683,3.6975625007471535,0.0,1062.00390625,7,1568.1640625
1779138817.7691827,5,1.510050002252683,3.6980875011067837,0.0,1062.00390625,7,1568.1640625
1779138817.7691834,6,1.510050002252683,3.698175001773052,0.0,1062.00390625,7,1568.1640625
1779138817.7691844,7,1.510050002252683,3.69826250243932,0.0,1062.00390625,7,1568.1640625
1779138818.0275826,8,1.5347125008702278,2.9205874998297077,0.0,1068.67578125,2,1568.1640625
1779138818.0275862,9,1.5347125008702278,2.9208624982857145,0.0,1068.67578125,2,1568.1640625
1779138818.0275874,10,1.5347125008702278,2.920974999142345,0.0,1068.67578125,2,1568.1640625
1779138818.027588,11,1.5347125008702278,2.921037499618251,0.0,1068.67578125,2,1568.1640625
1779138818.0275886,12,1.5347125008702278,2.921125000284519,0.0,1068.67578125,2,1568.1640625
1779138818.027589,13,1.5347125008702278,2.921212500950787,0.0,1068.67578125,2,1568.1640625
1779138818.0275896,14,1.5347125008702278,2.9212749977887142,0.0,1068.67578125,2,1568.1640625
1779138818.0275905,15,1.5347125008702278,2.9213499983598012,0.0,1068.67578125,2,1568.1640625
1779138818.3246033,16,1.5093375004653353,2.9227625018393155,0.0,1068.97265625,2,1568.1640625
1779138818.3246057,17,1.5093375004653353,2.922962503362214,0.0,1068.97265625,2,1568.1640625
1779138818.3246064,18,1.5093375004653353,2.9230375002953224,0.0,1068.97265625,2,1568.1640625
1779138818.324607,19,1.5093375004653353,2.9231125008664094,0.0,1068.97265625,2,1568.1640625
