timestamp,frame_idx,infer_ms,total_ms,cpu_percent,mem_rss_mb,gpu_util,gpu_mem_mb
1779138544.1651084,0,1.7885499983094633,9.386274999997113,16.7,1018.91015625,25,1415.9765625
1779138544.165114,1,1.7885499983094633,9.387250000145286,16.7,1018.91015625,25,1415.9765625
1779138544.1651154,2,1.7885499983094633,9.387499994772952,16.7,1018.91015625,25,1415.9765625
1779138544.165116,3,1.7885499983094633,9.387674996105488,16.7,1018.91015625,25,1415.9765625
1779138544.1910002,4,2.234024999779649,4.9265499983448535,0.0,1022.62890625,25,1415.9765625
1779138544.191007,5,2.234024999779649,4.928024995024316,0.0,1022.62890625,25,1415.9765625
1779138544.1910079,6,2.234024999779649,4.928224996547215,0.0,1022.62890625,25,1415.9765625
1779138544.1910083,7,2.234024999779649,4.928349997499026,0.0,1022.62890625,25,1415.9765625
1779138544.21692,8,2.0469000010052696,4.801099996257108,0.0,1022.8828125,25,1415.9765625
1779138544.2169225,9,2.0469000010052696,4.801625000254717,0.0,1022.8828125,25,1415.9765625
1779138544.2169235,10,2.0469000010052696,4.801800001587253,0.0,1022.8828125,25,1415.9765625
1779138544.216924,11,2.0469000010052696,4.801975002919789,0.0,1022.8828125,25,1415.9765625
1779138544.241457,12,1.734224999381695,4.471550004382152,13.0,1022.890625,25,1415.9765625
1779138544.2414594,13,1.734224999381695,4.4719249999616295,13.0,1022.890625,25,1415.9765625
1779138544.2414603,14,1.734224999381695,4.4720750011038035,13.0,1022.890625,25,1415.9765625
1779138544.2414606,15,1.734224999381695,4.472200002055615,13.0,1022.890625,25,1415.9765625
1779138544.2716386,16,2.568950003478676,5.402800001320429,50.0,1022.90625,20,1415.9765625
1779138544.2716408,17,2.568950003478676,5.4032000043662265,50.0,1022.90625,20,1415.9765625
1779138544.2716415,18,2.568950003478676,5.403375005698763,50.0,1022.90625,20,1415.9765625
1779138544.2716422,19,2.568950003478676,5.4035000066505745,50.0,1022.90625,20,1415.9765625
1779138544.2974086,20,2.0516750009846874,4.762525000842288,40.0,1022.90625,20,1415.9765625
1779138544.2974114,21,2.0516750009846874,4.7629749969928525,40.0,1022.90625,20,1415.9765625
1779138544.297412,22,2.0516750009846874,4.7631249981350265,40.0,1022.90625,20,1415.9765625
1779138544.2974124,23,2.0516750009846874,4.7632749992772005,40.0,1022.90625,20,1415.9765625
1779138544.323913,24,2.3783249998814426,4.979124998499174,0.0,1022.90625,20,1415.9765625
1779138544.3239205,25,2.3783249998814426,4.980625002644956,0.0,1022.90625,20,1415.9765625
1779138544.3239212,26,2.3783249998814426,4.980850004358217,0.0,1022.90625,20,1415.9765625
1779138544.3239222,27,2.3783249998814426,4.981049998605158,0.0,1022.90625,20,1415.9765625
1779138544.3487842,28,2.0060749957337976,4.59739999496378,2.9,1022.91015625,20,1415.9765625
1779138544.3487866,29,2.0060749957337976,4.59782499819994,2.9,1022.91015625,20,1415.9765625
1779138544.3487873,30,2.0060749957337976,4.597974999342114,2.9,1022.91015625,20,1415.9765625
1779138544.348788,31,2.0060749957337976,4.598100000293925,2.9,1022.91015625,20,1415.9765625
1779138544.3745959,32,2.038849997916259,4.723599995486438,10.0,1022.921875,20,1415.9765625
1779138544.3745985,33,2.038849997916259,4.724024998722598,10.0,1022.921875,20,1415.9765625
1779138544.3745992,34,2.038849997916259,4.724200000055134,10.0,1022.921875,20,1415.9765625
1779138544.3745997,35,2.038849997916259,4.724325001006946,10.0,1022.921875,20,1415.9765625
1779138544.3990974,36,1.8138250015908852,4.53597500018077,16.7,1022.921875,20,1415.9765625
1779138544.3991,37,1.8138250015908852,4.5364499965216964,16.7,1022.921875,20,1415.9765625
1779138544.399101,38,1.8138250015908852,4.536624997854233,16.7,1022.921875,20,1415.9765625
1779138544.3991015,39,1.8138250015908852,4.5367499988060445,16.7,1022.921875,20,1415.9765625
1779138544.424912,40,2.2171500022523105,4.884649999439716,0.0,1022.92578125,20,1415.9765625
1779138544.4249144,41,2.2171500022523105,4.885125003056601,0.0,1022.92578125,20,1415.9765625
1779138544.4249153,42,2.2171500022523105,4.885274996922817,0.0,1022.92578125,20,1415.9765625
1779138544.4249158,43,2.2171500022523105,4.885399997874629,0.0,1022.92578125,20,1415.9765625
1779138544.4511948,44,2.162575001420919,4.878500003542285,0.0,1022.93359375,20,1415.9765625
1779138544.4511971,45,2.162575001420919,4.8789249995024875,0.0,1022.93359375,20,1415.9765625
1779138544.451198,46,2.162575001420919,4.8791500012157485,0.0,1022.93359375,20,1415.9765625
1779138544.4511988,47,2.162575001420919,4.87927500216756,0.0,1022.93359375,20,1415.9765625
1779138544.4759138,48,2.0556000017677434,4.658774996642023,37.5,1022.93359375,20,1415.9765625
1779138544.4759161,49,2.0556000017677434,4.659199999878183,37.5,1022.93359375,20,1415.9765625
1779138544.4759169,50,2.0556000017677434,4.659350001020357,37.5,1022.93359375,20,1415.9765625
1779138544.4759173,51,2.0556000017677434,4.659450001781806,37.5,1022.93359375,20,1415.9765625
1779138544.5011275,52,1.9562250017770566,4.619375002221204,25.0,1022.93359375,20,1415.9765625
1779138544.5011315,53,1.9562250017770566,4.620100000465754,25.0,1022.93359375,20,1415.9765625
1779138544.5011325,54,1.9562250017770566,4.62034999509342,25.0,1022.93359375,20,1415.9765625
1779138544.5011332,55,1.9562250017770566,4.6205249964259565,25.0,1022.93359375,20,1415.9765625
1779138544.5271637,56,2.1390249967225827,4.792200001247693,0.0,1022.9375,20,1415.9765625
1779138544.5271657,57,2.1390249967225827,4.792599997017533,0.0,1022.9375,20,1415.9765625
1779138544.5271666,58,2.1390249967225827,4.792799998540431,0.0,1022.9375,20,1415.9765625
1779138544.5271673,59,2.1390249967225827,4.792924999492243,0.0,1022.9375,20,1415.9765625
1779138544.5539958,60,2.0935249995091,4.857674997765571,7.7,1022.94140625,20,1415.9765625
1779138544.5539987,61,2.0935249995091,4.858100001001731,7.7,1022.94140625,20,1415.9765625
1779138544.5539992,62,2.0935249995091,4.858275002334267,7.7,1022.94140625,20,1415.9765625
1779138544.5539997,63,2.0935249995091,4.858400003286079,7.7,1022.94140625,20,1415.9765625
1779138544.5793397,64,1.9338999991305172,4.692499998782296,100.0,1022.9453125,20,1415.9765625
1779138544.5793433,65,1.9338999991305172,4.693174996646121,100.0,1022.9453125,20,1415.9765625
1779138544.579344,66,1.9338999991305172,4.69337499816902,100.0,1022.9453125,20,1415.9765625
1779138544.5793447,67,1.9338999991305172,4.693474998930469,100.0,1022.9453125,20,1415.9765625
1779138544.6044247,68,1.9582749955588952,4.640999999537598,0.0,1022.9453125,20,1415.9765625
1779138544.6044273,69,1.9582749955588952,4.641399995307438,0.0,1022.9453125,20,1415.9765625
1779138544.604428,70,1.9582749955588952,4.641574996639974,0.0,1022.9453125,20,1415.9765625
1779138544.6044285,71,1.9582749955588952,4.641699997591786,0.0,1022.9453125,20,1415.9765625
1779138544.6295803,72,1.8793249982991256,4.535599997325335,0.0,1022.9453125,20,1415.9765625
1779138544.6295826,73,1.8793249982991256,4.536000000371132,0.0,1022.9453125,20,1415.9765625
1779138544.6295834,74,1.8793249982991256,4.536150001513306,0.0,1022.9453125,20,1415.9765625
1779138544.6295838,75,1.8793249982991256,4.536250002274755,0.0,1022.9453125,20,1415.9765625
1779138544.656171,76,1.9203500050934963,4.6575750020565465,5.8,1022.94921875,20,1415.9765625
1779138544.6561756,77,1.9203500050934963,4.658475001633633,5.8,1022.94921875,20,1415.9765625
1779138544.6561763,78,1.9203500050934963,4.658650002966169,5.8,1022.94921875,20,1415.9765625
1779138544.656177,79,1.9203500050934963,4.658825004298706,5.8,1022.94921875,20,1415.9765625
1779138544.681265,80,2.027074995567091,4.723224999906961,0.0,1022.94921875,20,1415.9765625
1779138544.6812677,81,2.027074995567091,4.723624995676801,0.0,1022.94921875,20,1415.9765625
1779138544.6812682,82,2.027074995567091,4.723774996818975,0.0,1022.94921875,20,1415.9765625
1779138544.6812737,83,2.027074995567091,4.725099999632221,0.0,1022.94921875,20,1415.9765625
1779138544.706881,84,2.0612249936675653,4.752549997647293,10.0,1022.953125,20,1415.9765625
1779138544.706883,85,2.0612249936675653,4.752925000502728,10.0,1022.953125,20,1415.9765625
1779138544.706884,86,2.0612249936675653,4.753099994559307,10.0,1022.953125,20,1415.9765625
1779138544.7068844,87,2.0612249936675653,4.753224995511118,10.0,1022.953125,20,1415.9765625
1779138544.7320008,88,1.9005249996553175,4.543650000414345,0.0,1022.953125,20,1415.9765625
1779138544.7320032,89,1.9005249996553175,4.5440749963745475,0.0,1022.953125,20,1415.9765625
1779138544.7320042,90,1.9005249996553175,4.544274997897446,0.0,1022.953125,20,1415.9765625
1779138544.7320046,91,1.9005249996553175,4.54442499903962,0.0,1022.953125,20,1415.9765625
1779138544.7573233,92,1.8700500004342757,4.557675005344208,5.6,1022.953125,15,1415.9765625
1779138544.7573273,93,1.8700500004342757,4.558500004350208,5.6,1022.953125,15,1415.9765625
1779138544.757328,94,1.8700500004342757,4.5586749984067865,5.6,1022.953125,15,1415.9765625
1779138544.7573287,95,1.8700500004342757,4.558799999358598,5.6,1022.953125,15,1415.9765625
1779138544.7843425,96,2.318949998880271,5.056099995272234,0.0,1022.953125,15,1415.9765625
1779138544.784345,97,2.318949998880271,5.056499998318031,0.0,1022.953125,15,1415.9765625
1779138544.7843456,98,2.318949998880271,5.056649999460205,0.0,1022.953125,15,1415.9765625
1779138544.784346,99,2.318949998880271,5.056800000602379,0.0,1022.953125,15,1415.9765625
1779138544.8097417,100,2.0446000053198077,4.697750002378598,0.0,1022.953125,15,1415.9765625
1779138544.8097444,101,2.0446000053198077,4.6981750056147575,0.0,1022.953125,15,1415.9765625
1779138544.809745,102,2.0446000053198077,4.6983250067569315,0.0,1022.953125,15,1415.9765625
1779138544.80975,103,2.0446000053198077,4.699550001532771,0.0,1022.953125,15,1415.9765625
1779138544.8340254,104,1.8702999950619414,4.591249999066349,20.0,1022.95703125,15,1415.9765625
1779138544.834028,105,1.8702999950619414,4.591674995026551,20.0,1022.95703125,15,1415.9765625
1779138544.8340287,106,1.8702999950619414,4.591824996168725,20.0,1022.95703125,15,1415.9765625
1779138544.8340292,107,1.8702999950619414,4.591949997120537,20.0,1022.95703125,15,1415.9765625
1779138544.8604043,108,2.2909749968675897,5.033174995332956,21.1,1022.9609375,15,1415.9765625
1779138544.8604085,109,2.2909749968675897,5.034074994910043,21.1,1022.9609375,15,1415.9765625
1779138544.8604093,110,2.2909749968675897,5.034249996242579,21.1,1022.9609375,15,1415.9765625
1779138544.86041,111,2.2909749968675897,5.034374997194391,21.1,1022.9609375,15,1415.9765625
1779138544.8842578,112,1.6819499942357652,4.345999994256999,0.0,1022.96484375,15,1415.9765625
