timestamp,frame_idx,infer_ms,total_ms,cpu_percent,mem_rss_mb,gpu_util,gpu_mem_mb,batch_size
1779134301.5452237,38,4.698,6.191,0.0,1062.8,10,1371,1
1779134301.5781045,39,5.787,7.477,16.7,1062.8,10,1371,1
1779134301.6317966,40,9.208,12.612,12.5,1062.8,10,1371,1
1779134301.647212,41,6.292,7.928,13.2,1062.8,10,1371,1
1779134301.691535,42,7.191,9.429,20.6,1062.8,10,1371,1
1779134301.7075145,43,5.885,7.480,12.0,1062.8,10,1371,1
1779134301.7384229,44,6.216,8.221,13.8,1062.8,10,1371,1
1779134301.785156,45,5.204,6.834,17.4,1062.8,10,1371,1
1779134301.8005416,46,6.073,7.691,26.3,1062.8,10,1371,1
1779134301.8349917,47,6.608,8.678,24.2,1062.8,10,1371,1
1779134301.885885,48,7.983,11.230,12.7,1062.8,9,1371,1
1779134301.9324217,49,8.386,11.450,11.1,1062.8,9,1371,1
1779134301.9493504,50,6.635,9.413,11.1,1062.8,9,1371,1
1779134301.997117,51,6.389,8.172,8.2,1062.8,9,1371,1
1779134302.0132277,52,6.506,7.585,7.1,1062.8,9,1371,1
1779134302.0397375,53,5.922,7.621,3.1,1062.8,9,1371,1
1779134302.0947704,54,8.463,11.632,15.4,1062.8,9,1371,1
1779134302.112298,55,7.021,9.025,42.9,1062.8,9,1371,1
1779134302.1358476,56,4.833,5.997,4.0,1062.8,9,1371,1
1779134302.1912842,57,9.175,12.229,16.9,1062.8,9,1371,1
1779134302.2066815,58,5.811,7.701,30.8,1062.8,9,1371,1
1779134302.2346141,59,5.861,7.902,31.2,1062.8,9,1371,1
1779134302.2862833,60,8.180,11.219,19.6,1062.8,9,1369,1
1779134302.3056557,61,10.722,12.642,19.4,1062.8,9,1369,1
1779134302.34475,62,7.225,8.900,11.1,1062.8,9,1369,1
1779134302.3973384,63,7.475,9.959,16.0,1062.8,9,1369,1
1779134302.4115827,64,6.575,7.922,5.3,1062.8,9,1369,1
1779134302.4460247,65,7.342,9.596,17.9,1062.8,9,1369,1
1779134302.4938629,66,7.664,10.415,11.5,1062.8,9,1369,1
1779134302.5080047,67,5.868,7.671,7.7,1062.8,9,1369,1
1779134302.5419848,68,8.848,11.681,15.2,1062.8,9,1369,1
1779134302.591441,69,9.329,12.409,7.0,1062.8,9,1369,1
1779134302.6027086,70,4.485,5.739,6.7,1062.8,9,1369,1
1779134302.6568806,71,9.446,12.990,10.5,1062.8,9,1369,1
1779134302.7002506,72,6.890,9.534,13.9,1062.8,9,1369,1
1779134302.7127712,73,5.396,6.973,7.7,1062.8,9,1369,1
1779134302.745181,74,6.624,8.706,0.0,1062.8,9,1369,1
1779134302.7977083,75,7.703,10.421,22.8,1062.8,9,1369,1
1779134302.8129654,76,6.375,7.753,20.0,1062.8,9,1369,1
1779134302.8445675,77,7.836,10.356,13.3,1062.8,9,1369,1
1779134302.8963556,78,7.089,10.659,20.0,1062.8,9,1369,1
1779134302.9093778,79,3.892,5.205,16.7,1062.8,9,1369,1
1779134302.9387197,80,6.191,8.247,9.1,1062.8,9,1369,1
1779134302.9553971,81,6.906,9.117,25.0,1062.8,9,1369,1
1779134302.9978411,82,5.809,7.034,13.3,1062.8,9,1367,1
1779134303.0494187,83,6.921,8.962,17.6,1062.8,9,1367,1
1779134303.1041074,84,8.032,10.507,11.1,1062.8,9,1367,1
1779134303.1154501,85,3.726,4.871,6.7,1062.8,9,1367,1
1779134303.1454735,86,7.644,9.258,15.4,1062.8,9,1367,1
1779134303.1985505,87,7.798,11.842,28.6,1062.8,9,1367,1
1779134303.2113442,88,3.928,5.342,19.0,1062.8,9,1367,1
1779134303.2451808,89,9.341,11.934,13.8,1062.8,9,1367,1
1779134303.2947273,90,7.192,9.843,11.4,1062.8,9,1367,1
1779134303.3111727,91,7.983,9.497,5.6,1062.8,9,1367,1
1779134303.3538866,92,6.764,8.819,7.0,1062.8,9,1367,1
1779134303.367703,93,6.307,8.151,6.1,1062.8,9,1367,1
1779134303.403712,94,7.989,10.198,10.0,1062.8,9,1367,1
1779134303.4544632,95,7.696,11.727,11.1,1062.8,9,1367,1
1779134303.4984143,96,6.712,9.174,13.6,1062.8,9,1367,1
1779134303.5134933,97,6.927,9.385,16.7,1062.8,9,1367,1
1779134303.5501356,98,6.415,9.377,25.0,1062.8,9,1367,1
1779134303.5960112,99,7.054,9.369,17.4,1062.8,9,1367,1
1779134303.609784,100,5.908,7.307,26.3,1062.8,9,1367,1
1779134303.6595006,101,7.154,9.589,12.3,1062.8,9,1367,1
1779134303.6751928,102,6.229,7.902,55.6,1062.8,9,1367,1
1779134303.7160778,103,12.366,17.057,37.1,1062.8,9,1367,1
1779134303.755911,104,7.212,9.305,25.5,1062.8,9,1366,1
1779134303.7723114,105,6.878,8.458,28.6,1062.8,9,1366,1
1779134303.8046823,106,7.351,10.397,20.6,1062.8,9,1366,1
1779134303.8508253,107,6.855,8.830,12.8,1062.8,9,1366,1
1779134303.8995147,108,7.370,9.540,12.2,1062.8,9,1366,1
1779134303.9151561,109,6.378,8.104,100.0,1062.8,9,1366,1
1779134303.9435897,110,5.487,7.010,23.1,1062.8,9,1366,1
1779134303.958932,111,6.136,7.757,20.0,1062.8,9,1366,1
1779134304.0110075,112,6.809,8.627,9.6,1062.8,9,1365,1
1779134304.0609944,113,7.352,11.433,4.6,1062.8,9,1365,1
1779134304.0767834,114,6.384,7.757,100.0,1062.8,9,1365,1
1779134304.106077,115,6.568,8.699,4.9,1062.8,9,1365,1
1779134304.1528883,116,7.307,8.793,7.1,1062.8,9,1365,1
1779134304.170677,117,9.297,10.489,20.0,1062.8,9,1365,1
1779134304.2010503,118,4.821,6.353,51.9,1062.8,9,1365,1
1779134304.2532218,119,7.090,10.495,18.5,1062.8,9,1365,1
1779134304.3132014,120,5.629,7.647,12.5,1062.8,9,1365,1
1779134304.3358295,121,9.797,13.183,8.3,1062.8,9,1365,1
1779134304.361032,122,6.094,7.238,52.9,1062.8,9,1365,1
1779134304.3744855,123,4.920,6.104,28.6,1062.8,9,1365,1
1779134304.4106283,124,6.201,8.095,18.4,1062.8,6,1365,1
1779134304.4602046,125,6.726,9.608,4.9,1062.8,6,1365,1
1779134304.4769127,126,7.245,10.294,27.8,1062.8,6,1365,1
1779134304.5049067,127,5.899,7.980,18.5,1062.8,6,1365,1
1779134304.55456,128,7.815,10.185,7.4,1062.8,6,1365,1
1779134304.5695112,129,6.783,8.470,45.5,1062.8,6,1365,1
1779134304.605179,130,7.108,9.883,8.1,1062.8,6,1365,1
1779134304.667402,131,8.031,9.827,10.7,1062.8,6,1365,1
1779134304.6835225,132,6.987,8.711,0.0,1062.8,6,1365,1
1779134304.714506,133,6.548,8.728,12.5,1062.8,6,1365,1
1779134304.7658246,134,8.227,10.808,16.1,1062.8,6,1365,1
1779134304.7809641,135,6.875,8.585,14.3,1062.8,6,1365,1
1779134304.810733,136,6.202,9.197,10.7,1062.8,6,1365,1
1779134304.856682,137,4.821,6.198,19.5,1062.8,6,1365,1
1779134304.8702312,138,5.855,7.124,0.0,1062.8,6,1365,1
1779134304.9096339,139,7.344,10.907,30.0,1062.8,9,1365,1
1779134304.9590693,140,8.544,11.788,15.1,1062.8,9,1365,1
1779134304.9735618,141,5.455,7.005,8.3,1062.8,9,1365,1
1779134305.021877,142,8.398,11.186,17.3,1062.8,9,1365,1
1779134305.0672467,143,5.399,7.267,17.1,1062.8,9,1365,1
1779134305.08152,144,5.346,6.822,45.5,1062.8,9,1365,1
1779134305.1183126,145,9.171,11.331,7.9,1062.8,9,1365,1
1779134305.1588807,146,7.553,8.757,10.8,1062.8,9,1365,1
1779134305.170375,147,5.437,6.671,0.0,1062.8,9,1365,1
1779134305.2099295,148,6.066,8.720,35.0,1062.8,9,1365,1
1779134305.2638443,149,9.344,12.322,13.0,1062.8,9,1365,1
1779134305.2789845,150,5.337,6.980,27.3,1062.8,9,1365,1
1779134305.322434,151,6.633,8.379,12.8,1062.8,9,1365,1
1779134305.3383296,152,6.093,8.123,0.0,1062.8,9,1365,1
1779134305.3682673,153,6.042,7.418,15.6,1062.8,9,1365,1
1779134305.4219098,154,8.156,11.271,13.0,1062.8,9,1365,1
1779134305.4653523,155,5.045,6.741,0.0,1062.8,9,1365,1
1779134305.4821465,156,7.471,9.266,23.1,1062.8,9,1365,1
1779134305.5163455,157,7.283,9.686,11.9,1062.8,9,1365,1
1779134305.5605385,158,5.025,6.326,17.1,1062.8,9,1365,1
1779134305.5729284,159,5.767,6.900,7.1,1062.8,9,1365,1
1779134305.611592,160,7.524,10.286,17.1,1062.8,9,1365,1
1779134305.6280608,161,6.279,8.815,17.6,1062.8,9,1365,1
1779134305.673893,162,6.152,8.254,14.9,1062.8,9,1365,1
1779134305.7255073,163,7.854,9.657,9.3,1062.8,9,1365,1
1779134305.7379994,164,4.487,5.949,14.3,1062.8,9,1365,1
1779134305.772311,165,6.982,9.353,14.3,1062.8,9,1365,1
1779134305.8210537,166,7.617,9.929,19.1,1062.8,9,1365,1
1779134305.8673847,167,7.745,9.757,12.5,1062.8,9,1365,1
1779134305.8824825,168,6.595,8.635,20.0,1062.8,9,1365,1
1779134305.9157145,169,7.452,9.766,9.7,1062.8,9,1365,1
1779134305.9792228,170,6.271,8.342,23.9,1062.8,9,1365,1
1779134305.9923298,171,4.485,5.618,66.7,1062.8,9,1365,1
1779134306.0287745,172,7.655,10.181,15.2,1062.8,9,1365,1
1779134306.0416343,173,6.899,8.291,0.0,1062.8,9,1365,1
1779134306.0740519,174,6.688,8.704,12.9,1062.8,9,1365,1
1779134306.1265585,175,7.825,11.650,12.0,1062.8,9,1365,1
1779134306.14208,176,5.793,7.990,4.6,1062.8,9,1365,1
1779134306.1692245,177,6.853,8.419,0.0,1062.8,9,1365,1
1779134306.2206917,178,6.449,8.916,18.2,1062.8,9,1365,1
1779134306.2683496,179,7.810,10.046,17.0,1062.8,9,1365,1
1779134306.2837641,180,5.345,6.872,35.3,1062.8,9,1365,1
1779134306.3318994,181,7.139,9.401,13.3,1062.8,9,1365,1
1779134306.3446884,182,6.156,7.442,33.3,1062.8,9,1365,1
1779134306.3730938,183,4.924,6.086,16.7,1062.8,9,1365,1
1779134306.425711,184,5.299,7.320,12.3,1062.8,11,1365,1
1779134306.4407818,185,5.360,6.544,33.3,1062.8,11,1375,1
1779134306.4718356,186,5.776,6.983,20.0,1062.8,11,1374,1
1779134306.5233197,187,7.326,9.290,16.0,1062.8,11,1374,1
1779134306.5380967,188,5.786,7.202,0.0,1062.8,11,1372,1
1779134306.5686882,189,5.950,7.558,22.6,1062.8,11,1372,1
1779134306.61977,190,4.956,6.260,9.6,1062.8,11,1372,1
1779134306.6340222,191,5.670,6.809,5.9,1062.8,11,1372,1
1779134306.6830907,192,7.336,9.965,10.7,1062.8,11,1372,1
1779134306.731839,193,6.694,9.811,10.9,1062.8,11,1372,1
1779134306.7474024,194,5.138,8.047,5.9,1062.8,11,1372,1
1779134306.778922,195,6.411,8.872,12.5,1062.8,11,1372,1
1779134306.8265,196,5.693,8.346,10.2,1062.8,11,1372,1
1779134306.8388493,197,5.464,6.843,25.0,1062.8,11,1372,1
1779134306.873612,198,5.529,7.208,23.5,1062.8,11,1372,1
1779134306.9226851,199,5.858,8.287,26.2,1062.8,9,1372,1
1779134306.9364681,200,5.584,7.107,41.7,1062.8,9,1372,1
1779134306.9866564,201,6.445,8.333,18.0,1062.8,9,1372,1
1779134307.0324562,202,6.064,7.508,15.4,1062.8,9,1372,1
1779134307.0457368,203,5.411,6.763,20.0,1062.8,9,1372,1
1779134307.0823028,204,5.671,7.178,15.0,1062.8,9,1372,1
1779134307.1269116,205,4.548,6.002,13.0,1062.8,9,1372,1
1779134307.1422157,206,6.828,8.565,41.2,1062.8,9,1372,1
1779134307.1791875,207,6.553,8.767,21.0,1062.8,9,1372,1
1779134307.2235818,208,4.907,6.642,11.4,1062.8,9,1372,1
1779134307.2351365,209,4.757,5.949,26.3,1062.8,9,1372,1
1779134307.2767682,210,6.446,8.799,5.4,1062.8,9,1372,1
1779134307.2916155,211,5.660,7.293,42.9,1062.8,9,1372,1
1779134307.3329356,212,5.101,6.332,14.5,1062.8,9,1372,1
1779134307.3846684,213,5.523,7.341,13.2,1062.8,9,1372,1
1779134307.4375923,214,9.526,12.052,9.8,1062.8,11,1372,1
1779134307.452813,215,6.169,7.729,0.0,1062.8,11,1372,1
1779134307.48293,216,6.223,8.819,16.0,1062.8,11,1372,1
1779134307.5300996,217,5.972,7.192,14.8,1062.8,11,1372,1
1779134307.544106,218,6.276,7.555,7.7,1062.8,11,1372,1
1779134307.5788612,219,7.051,9.576,45.5,1062.8,11,1372,1
1779134307.643463,220,7.312,9.918,6.0,1062.8,11,1372,1
1779134307.655495,221,5.825,7.425,15.4,1062.8,11,1372,1
1779134307.689644,222,6.374,8.192,18.2,1062.8,11,1372,1
1779134307.7061768,223,6.411,8.867,14.3,1062.8,11,1372,1
1779134307.738269,224,5.360,6.975,3.4,1062.8,11,1372,1
1779134307.790756,225,9.228,11.389,9.6,1062.8,11,1372,1
1779134307.835135,226,6.692,9.843,5.8,1062.8,11,1372,1
1779134307.848931,227,5.531,7.188,18.8,1062.8,11,1372,1
1779134307.8824143,228,7.020,10.090,15.6,1062.8,11,1372,1
1779134307.9311237,229,6.586,9.102,7.3,1062.8,9,1372,1
1779134307.9472632,230,6.832,8.591,0.0,1062.8,9,1372,1
1779134307.9953458,231,6.327,8.483,16.0,1062.8,9,1372,1
1779134308.011325,232,6.498,8.030,12.5,1062.8,9,1372,1
1779134308.0400524,233,4.534,5.678,3.1,1062.8,9,1372,1
1779134308.0964956,234,9.041,12.150,19.4,1062.8,9,1372,1
1779134308.1102283,235,4.567,5.758,20.0,1062.8,9,1372,1
1779134308.1377473,236,5.618,7.157,12.0,1062.8,9,1372,1
1779134308.1916435,237,10.817,13.507,15.3,1062.8,9,1372,1
1779134308.206026,238,3.994,5.235,20.0,1062.8,9,1372,1
1779134308.234197,239,6.786,8.078,32.4,1062.8,9,1372,1
1779134308.2858949,240,7.753,10.723,20.0,1062.8,9,1372,1
1779134308.3006353,241,6.419,8.139,40.0,1062.8,9,1372,1
1779134308.3468528,242,6.384,8.350,13.0,1062.8,9,1372,1
1779134308.3892891,243,4.412,5.519,28.3,1062.8,9,1372,1
1779134308.408444,244,9.038,10.156,30.6,1062.8,9,1372,1
1779134308.4421678,245,5.867,7.407,17.6,1062.8,9,1372,1
1779134308.4867816,246,4.530,5.633,40.9,1062.8,9,1372,1
1779134308.5000632,247,4.701,5.840,30.0,1062.8,9,1372,1
1779134308.5353816,248,5.165,6.319,8.1,1062.8,9,1372,1
1779134308.5818741,249,4.545,5.908,26.7,1062.8,9,1372,1
1779134308.5988429,250,7.178,8.453,33.3,1062.8,9,1372,1
1779134308.6489654,251,5.792,7.050,7.1,1062.8,9,1372,1
1779134308.695923,252,5.887,7.084,21.3,1062.8,9,1372,1
1779134308.7094088,253,4.167,5.363,14.3,1062.8,9,1372,1
1779134308.7446125,254,7.046,8.319,19.4,1062.8,9,1372,1
1779134308.788284,255,4.152,5.190,19.5,1062.8,9,1372,1
1779134308.801047,256,5.651,7.118,33.3,1062.8,9,1372,1
1779134308.8380136,257,4.648,6.825,4.9,1062.8,9,1372,1
1779134308.8889997,258,4.920,6.423,26.9,1062.8,9,1372,1
1779134308.9006703,259,4.749,6.023,38.5,1062.8,9,1368,1
1779134308.9364579,260,5.258,6.432,16.7,1062.8,9,1364,1
1779134308.9486403,261,5.392,6.586,0.0,1062.8,9,1364,1
1779134309.0009847,262,5.949,7.380,22.2,1062.8,9,1364,1
1779134309.0478773,263,5.769,6.961,15.0,1062.8,9,1364,1
1779134309.0946047,264,4.494,5.579,22.4,1062.8,9,1364,1
1779134309.107112,265,5.955,7.110,0.0,1062.8,9,1364,1
1779134309.1445737,266,6.588,7.755,16.3,1062.8,9,1364,1
1779134309.1923966,267,7.222,8.503,21.4,1062.8,9,1364,1
1779134309.2045813,268,5.326,6.595,62.5,1062.8,9,1364,1
1779134309.2397516,269,5.782,6.933,10.5,1062.8,9,1364,1
1779134309.2878788,270,5.683,6.768,20.8,1062.8,9,1364,1
1779134309.3040123,271,6.052,7.598,8.3,1062.8,9,1364,1
1779134309.359647,272,6.338,8.408,34.6,1062.8,9,1364,1
1779134309.3765023,273,5.779,7.790,84.6,1062.8,9,1364,1
1779134309.3998718,274,4.419,5.835,31.6,1062.8,8,1364,1
1779134309.4466846,275,4.707,5.908,30.6,1062.8,8,1364,1
1779134309.493729,276,6.013,7.202,18.0,1062.8,8,1364,1
1779134309.506081,277,5.763,6.872,10.0,1062.8,8,1364,1
1779134309.54326,278,4.132,5.284,9.4,1062.8,8,1364,1
1779134309.5893502,279,4.130,5.327,31.9,1062.8,8,1364,1
1779134309.6019678,280,6.047,7.748,20.0,1062.8,8,1364,1
1779134309.6543815,281,4.789,6.136,5.2,1062.8,8,1364,1
1779134309.6703017,282,6.324,7.476,27.3,1062.8,8,1364,1
1779134309.7067497,283,8.369,9.682,29.3,1062.8,8,1364,1
1779134309.7565453,284,8.703,9.951,27.7,1062.8,8,1364,1
1779134309.7735994,285,10.735,11.895,42.1,1062.8,8,1364,1
1779134309.8009634,286,5.722,6.897,20.0,1062.8,8,1364,1
1779134309.855017,287,11.714,13.010,18.5,1062.8,8,1364,1
1779134309.896659,288,6.190,7.351,22.9,1062.8,20,1364,1
1779134309.9128914,289,6.540,7.766,20.0,1062.8,20,1364,1
1779134309.9438014,290,4.601,5.776,7.1,1062.8,20,1364,1
1779134309.9551737,291,5.539,6.790,46.2,1062.8,20,1364,1
1779134310.0077775,292,4.673,5.835,15.2,1062.8,20,1369,1
1779134310.0571263,293,5.919,7.700,16.1,1062.8,20,1369,1
1779134310.0704312,294,6.929,8.426,36.4,1062.8,20,1369,1
1779134310.1040432,295,6.941,8.101,3.0,1062.8,20,1369,1
1779134310.1537364,296,8.330,9.476,14.3,1062.8,20,1369,1
1779134310.1682496,297,7.897,9.026,15.4,1062.8,20,1369,1
1779134310.2014353,298,6.449,7.675,27.3,1062.8,20,1369,1
1779134310.248472,299,7.226,8.347,16.7,1062.8,20,1369,1
1779134310.3145142,300,7.297,8.503,18.6,1062.8,20,1369,1
1779134310.3257906,301,4.365,5.649,0.0,1062.8,20,1369,1
1779134310.3597996,302,4.996,6.154,31.7,1062.8,20,1369,1
1779134310.3710568,303,4.321,5.488,0.0,1062.8,20,1369,1
1779134310.412302,304,9.212,10.375,22.5,1062.8,17,1369,1
1779134310.4556944,305,4.546,5.685,27.5,1062.8,17,1369,1
1779134310.4694488,306,6.456,7.615,47.1,1062.8,17,1369,1
1779134310.5034368,307,6.096,7.325,15.1,1062.8,17,1369,1
1779134310.5514653,308,5.960,7.380,24.4,1062.8,17,1369,1
1779134310.5626223,309,4.410,5.709,25.0,1062.8,17,1369,1
1779134310.6005924,310,4.370,5.869,13.9,1062.8,17,1369,1
1779134310.6646755,311,5.607,6.740,11.1,1062.8,17,1369,1
1779134310.6775117,312,3.913,5.446,7.1,1062.8,17,1369,1
1779134310.7095013,313,4.427,5.492,8.1,1062.8,17,1369,1
1779134310.7599366,314,5.977,7.138,15.6,1062.8,17,1369,1
1779134310.7749527,315,6.936,8.060,21.4,1062.8,17,1369,1
1779134310.8099253,316,6.465,7.804,5.7,1062.8,17,1369,1
1779134310.855941,317,6.006,7.178,20.0,1062.8,17,1369,1
1779134310.871734,318,6.101,7.311,6.7,1062.8,17,1369,1
1779134310.9031954,319,4.334,5.441,11.1,1062.8,11,1369,1
1779134310.952489,320,6.110,7.632,22.0,1062.8,11,1369,1
1779134310.9666727,321,5.499,6.567,0.0,1062.8,11,1369,1
1779134311.0146232,322,5.651,6.868,12.5,1062.8,11,1369,1
1779134311.0657682,323,6.050,7.185,32.2,1062.8,11,1377,1
1779134311.0790322,324,4.475,5.772,26.7,1062.8,11,1377,1
1779134311.109861,325,4.657,5.777,22.2,1062.8,11,1377,1
1779134311.1612685,326,6.042,7.258,27.5,1062.8,11,1377,1
1779134311.1767406,327,6.465,7.927,15.8,1062.8,11,1377,1
1779134311.2125385,328,7.092,9.696,30.8,1062.8,11,1377,1
1779134311.2549675,329,4.437,5.809,19.5,1062.8,11,1377,1
1779134311.2676585,330,5.573,6.962,31.2,1062.8,11,1377,1
1779134311.3177228,331,4.358,5.500,14.3,1062.8,11,1377,1
1779134311.3302712,332,5.536,6.767,42.9,1062.8,11,1377,1
1779134311.3652403,333,4.937,6.116,12.5,1062.8,11,1377,1
1779134311.415681,334,5.396,6.614,20.7,1062.8,8,1377,1
1779134311.4674332,335,7.803,10.146,10.1,1062.8,8,1375,1
1779134311.4833863,336,7.943,9.701,44.4,1062.8,8,1375,1
1779134311.5150716,337,7.478,8.942,27.3,1062.8,8,1375,1
1779134311.5624585,338,7.020,8.259,33.9,1062.8,8,1375,1
1779134311.5744572,339,4.506,6.112,0.0,1062.8,8,1375,1
1779134311.6132672,340,8.896,11.482,27.5,1062.8,8,1375,1
1779134311.6296492,341,7.761,10.326,36.4,1062.8,8,1375,1
1779134311.6765332,342,10.462,11.841,25.8,1062.8,8,1375,1
1779134311.7274466,343,9.637,12.267,19.4,1062.8,8,1375,1
1779134311.7423935,344,7.462,9.411,35.7,1062.8,8,1375,1
1779134311.7794316,345,13.767,16.440,18.2,1062.8,8,1375,1
1779134311.8214989,346,11.349,12.852,33.3,1062.8,8,1375,1
1779134311.868619,347,7.864,10.540,48.4,1062.8,8,1375,1
1779134311.8828387,348,6.126,8.380,38.5,1062.8,8,1375,1
1779134311.911423,349,5.119,6.281,15.2,1062.8,9,1376,1
1779134311.9763365,350,5.809,7.336,10.0,1062.8,9,1377,1
1779134311.9905524,351,6.481,8.124,26.7,1062.8,9,1377,1
1779134312.0307074,352,9.785,12.024,32.4,1062.8,9,1377,1
1779134312.0475461,353,6.063,9.017,36.4,1062.8,9,1377,1
1779134312.0765967,354,9.275,10.499,62.5,1062.8,9,1377,1
1779134312.1227381,355,9.096,10.910,20.5,1062.8,9,1377,1
1779134312.1374407,356,4.921,6.764,35.7,1062.8,9,1377,1
1779134312.1744528,357,9.660,11.597,12.4,1062.8,9,1377,1
1779134312.2205489,358,7.253,9.295,27.0,1062.8,9,1377,1
1779134312.2673988,359,7.095,8.912,28.9,1062.8,9,1377,1
1779134312.2819061,360,6.527,8.057,31.2,1062.8,9,1377,1
1779134312.3317583,361,6.591,9.275,20.4,1062.8,9,1377,1
1779134312.34665,362,5.946,7.143,15.8,1062.8,9,1377,1
1779134312.3794086,363,6.359,9.094,25.0,1062.8,9,1377,1
1779134312.422606,364,4.902,6.020,21.4,1062.8,9,1377,1
1779134312.43379,365,4.509,5.685,0.0,1062.8,9,1377,1
1779134312.4723008,366,5.661,7.348,22.7,1062.8,9,1377,1
1779134312.5218604,367,7.155,8.908,4.7,1062.8,9,1377,1
1779134312.5370035,368,6.760,7.895,6.2,1062.8,9,1377,1
1779134312.5659986,369,4.932,6.005,16.1,1062.8,9,1377,1
1779134312.61818,370,6.577,8.781,9.3,1062.8,9,1377,1
1779134312.6348302,371,7.470,9.820,0.0,1062.8,9,1377,1
1779134312.683005,372,6.052,8.166,18.5,1062.8,9,1377,1
1779134312.7356713,373,9.543,12.673,15.8,1062.8,9,1377,1
1779134312.749479,374,5.568,6.749,22.2,1062.8,9,1377,1
1779134312.7821705,375,8.512,12.506,15.6,1062.8,9,1377,1
1779134312.8249247,376,4.736,5.998,9.3,1062.8,9,1377,1
1779134312.8415864,377,7.393,8.955,0.0,1062.8,9,1377,1
1779134312.8713367,378,4.824,6.069,29.0,1062.8,9,1377,1
1779134312.9240272,379,6.825,10.043,13.8,1062.8,9,1376,1
1779134312.9379272,380,4.180,5.527,21.4,1062.8,9,1376,1
1779134312.987063,381,6.910,9.085,42.9,1062.8,9,1372,1
1779134313.034736,382,5.849,7.617,18.0,1062.8,9,1372,1
1779134313.0501652,383,6.276,7.593,26.3,1062.8,9,1372,1
1779134313.0824232,384,6.854,8.292,15.2,1062.8,9,1372,1
1779134313.1347446,385,8.225,11.561,12.7,1062.8,9,1372,1
1779134313.1498373,386,7.014,8.563,25.0,1062.8,9,1372,1
1779134313.1776817,387,5.259,7.721,24.1,1062.8,9,1372,1
1779134313.227113,388,6.815,9.227,8.1,1062.8,9,1372,1
1779134313.2398818,389,5.783,7.266,6.7,1062.8,9,1372,1
1779134313.2765243,390,7.660,10.382,9.4,1062.8,9,1372,1
1779134313.290276,391,4.122,5.323,31.2,1062.8,9,1372,1
1779134313.3392394,392,7.206,9.373,9.1,1062.8,9,1372,1
1779134313.3857973,393,6.319,8.262,12.8,1062.8,9,1372,1
1779134313.4296703,394,4.754,6.148,2.1,1062.8,10,1372,1
1779134313.444692,395,5.715,6.852,35.7,1062.8,10,1372,1
1779134313.4823773,396,6.177,8.090,5.4,1062.8,10,1372,1
1779134313.5306048,397,5.953,7.736,13.5,1062.8,10,1372,1
1779134313.5468268,398,6.522,8.675,35.0,1062.8,10,1372,1
